start_time,nginx-web-server--nginx-web-server,nginx-web-server--social-graph-service,social-graph-service--social-graph-service,social-graph-service--user-service,user-service--user-service
1650161910,-0.337690359,-0.276116198,-0.24742066,-0.737385514,-0.467393289
1650161912,0.374328517,0.302135563,0.438433291,0.428411633,0.673499775
1650161916,2.478998921,0.355202972,0.51005728,2.284170357,2.162999053
1650161922,0.064950038,0.082546287,0.564317877,-0.975303299,-0.815999503
1650161940,0.390470003,0.260047619,0.026052751,2.760005927,2.353147897
1650161944,0.045221556,0.131953874,0.527420671,0.713912975,0.958723041
1650161946,-0.396875807,-0.288925573,-0.38632779,0.023951398,0.483350931
1650161952,0.229055144,0.146593159,0.264799379,0.690121197,1.212254833
1650161952,-0.193313735,-0.197430041,-0.286488291,-0.856344406,-0.784308029
1650161959,-0.367283083,-0.327353696,-0.527405343,-1.355971755,-1.323063087
1650161961,0.289137342,0.217959674,0.384172694,0.452203412,0.103053243
1650161976,0.397643996,0.375331989,0.809575778,0.666329418,1.370712203
1650161978,-0.440816518,-0.409699675,-0.549109582,-1.046678634,-0.752616555
1650161980,0.105303753,0.044118163,0.084654196,0.856663646,1.402403677
1650161986,0.116961493,0.077056555,0.184493695,-0.071215716,0.007978821
1650161988,-0.274917914,-0.331013517,-0.586006788,0.333244519,0.990414515
1650161995,0.18870143,0.29298601,0.453626258,1.332499216,1.751009891
1650162006,0.221881151,0.249068155,0.998402657,-0.285341722,-0.055404127
1650162007,-0.251602434,-0.241347896,-0.470974322,1.11837321,0.736882723
1650162008,-0.175378751,-0.072996117,0.032564022,-0.237758165,-0.150478549
1650162012,-0.178965748,-0.191940309,-0.21920515,-0.356717058,-0.118787075
1650162014,0.48462867,0.441208772,0.772678571,1.641792337,0.800265671
1650162014,-0.309891133,-0.356632266,-0.486167289,-0.523259507,-0.404010341
1650162015,-0.595954132,-0.475576458,-0.73142519,-1.474930648,-1.639977827
1650162016,0.310659323,0.336903865,0.364638879,2.117627907,1.148871885
1650162018,-0.319755374,-0.255987181,-0.321215073,0.00015962,0.515042405
1650162019,-0.337690359,-0.325523786,-0.468803898,-1.022886856,-1.861818145
1650162020,0.398540746,0.444868593,0.607726355,1.546625223,1.846084313
1650162022,0.31424632,0.324094491,0.609896779,0.832871868,1.624243995
1650162022,-0.315271628,-0.210239415,-0.555620854,-0.927719742,-0.657542133
1650162023,0.015628832,0.113654768,0.279992347,-0.784969071,-0.530776237
1650162023,-0.14219903,-0.003459513,0.002178088,0.904247203,1.529169573
1650162025,0.341148796,0.346053419,0.657646105,1.546625223,0.071361769
1650162025,0.069433784,0.099015482,0.388513542,-0.737385514,-0.308935919
1650162040,4.628506785,4.76894743,5.66698446,-0.47567595,-1.418137509
1650162041,1.414557604,1.462298908,1.508452273,-0.856344406,-1.132914243
1650162044,0.168076198,0.252727976,0.0759725,-0.903927963,-1.196297191
1650162045,6.091104752,6.212746923,1.187229536,0.904247203,0.419967983
1650162046,12.74677741,12.80408504,15.21250876,-0.404300615,-2.559030573
1650162046,9.130187836,9.045448591,10.82825249,-1.308388198,-1.418137509
1650162046,3.478874294,3.546567124,4.338685035,0.547370526,0.990414515
1650162048,-0.029208629,-0.085805492,-0.342919312,-0.927719742,-1.196297191
1650162050,9.372310124,9.548674016,10.98886386,-1.11805397,-1.735052249
1650162050,3.442107576,0.660798048,1.106923852,1.213540324,-0.594159185
1650162051,0.249680376,0.139273516,0.664157377,0.333244519,-0.815999503
1650162051,-0.526904443,-0.51034476,-0.787856211,-0.451884172,-2.083658463
1650162052,5.311829686,5.471633115,14.45720125,-1.332179976,-1.956892567
1650162055,2.29695883,2.455940384,2.993022219,1.023206096,-0.974456873
1650162056,2.843079101,2.900608669,3.359823857,0.142910291,-1.608286353
1650162057,11.81326148,11.98428508,6.068512881,0.618745861,-1.354754561
1650162058,0.698054983,0.801701167,1.020106896,0.666329418,0.103053243
1650162064,15.52580323,15.7557309,23.11936302,0.47599519,-0.942765399
1650162067,5.32976467,5.206296073,1.206763351,1.308707438,-0.689233607
1650162069,14.25241934,14.47479345,9.011607686,0.119118513,-1.735052249
1650162070,2.498727403,2.459600205,2.812877035,0.64253764,-0.974456873
1650162072,4.287742084,4.397475571,5.378318082,0.64253764,1.117180411
1650162072,0.969769995,0.847448933,0.900733581,2.474504585,2.923594429
1650162074,10.61879153,10.8021628,20.66895444,-2.355226452,-2.622413521
1650162076,4.829378609,4.5402086,5.16561654,-0.071215716,-0.118787075
1650162077,17.46367828,17.74850358,13.67801907,-0.380508836,-1.354754561
1650162077,5.918032154,6.088313,7.431539089,-2.045933332,-2.717487943
1650162078,16.54361358,16.96347192,28.26543808,0.142910291,-0.435701815
1650162079,6.324259548,6.249345136,7.718035043,0.071534956,0.039670295
1650162080,-0.287472403,-0.371271551,-0.568643397,-0.16638283,-2.622413521
1650162081,7.691802098,7.828558017,10.04038861,-1.617681319,-1.608286353
1650162083,3.35781315,3.354426507,3.702750833,0.571162304,0.007978821
1650162084,8.456729177,8.566012004,10.14239854,0.142910291,-1.323063087
1650162084,7.752781045,7.887115157,9.504293911,0.214285627,-1.830126671
1650162084,1.559830977,1.619671222,2.179113257,-0.356717058,-1.798435197
1650162089,1.326676181,1.229900257,1.302262002,-0.547051286,-1.037839821
1650162090,1.687169365,1.702017201,1.875253911,-0.213966387,0.198127665
1650162092,4.450053692,4.293170664,5.133060181,0.119118513,-0.815999503
1650162093,3.219713771,3.27757026,4.892143129,-1.784223768,-1.956892567
1650162094,13.16824954,13.42442475,7.672456142,-0.713593735,-1.544903405
1650162094,-0.303613888,-0.321863964,-0.466633474,-0.16638283,-1.671669301
1650162097,1.620809923,1.548304708,2.220351311,-0.95151152,-0.784308029
1650162098,4.046516546,4.146777813,4.9984939,-0.332925279,-0.404010341
1650162100,6.621083537,6.668394672,6.318111629,-1.665264876,-2.463956151
1650162101,18.86798754,19.16485442,15.40567649,-1.665264876,-1.830126671
1650162103,8.05408878,5.97485854,-0.358112279,0.47599519,-0.942765399
1650162106,0.642456532,0.433889129,0.831280017,0.047743177,-1.544903405
1650162107,3.329117175,0.611390461,2.135704779,1.59420878,2.226382001
1650162109,13.11444459,12.97975646,14.51363227,-0.570843064,-2.527339099
1650162113,9.728319562,10.04823962,12.20864209,-0.689801957,-0.594159185
1650162113,1.184989806,1.242709631,1.412953621,0.928038982,0.641808301
1650162114,7.907918658,8.057296846,9.601962986,0.047743177,-0.974456873
1650162117,2.755197678,2.913418043,3.348971738,-0.261549944,0.039670295
1650162119,5.398814359,5.433204992,6.266021456,2.379337471,0.134744717
1650162119,-0.612095618,-0.501195207,-0.279977019,-1.736640211,-1.671669301
1650162120,10.45289293,10.66308959,5.75597184,-0.095007494,-0.847690977
1650162123,14.18516315,14.23141534,9.057186588,4.47301398,5.93428446
1650162123,2.03510806,2.035060937,2.159579442,-1.332179976,-1.259680139
1650162128,-0.08570383,-0.157172007,-0.00216276,-0.332925279,-1.449828983
1650162129,1.987580352,2.051530133,0.397195237,-1.332179976,-1.671669301
1650162130,3.689610359,1.885008265,0.690202463,-0.095007494,-0.657542133
1650162132,17.04938014,17.36605226,10.13371684,-2.045933332,-2.400573203
1650162132,-0.035485874,0.075226644,0.579510845,0.142910291,-0.689233607
1650162134,6.254313109,6.293262991,1.807970771,1.475249888,-0.404010341
1650162135,12.4768559,12.52044889,23.67716196,-1.998349775,-2.178732885
1650162135,5.714470083,5.711351409,4.093427135,0.238077405,-0.911073925
1650162135,3.720099832,3.683810422,4.889972705,-0.261549944,-1.101222769
1650162136,12.35310451,12.39418506,6.982261342,-1.855599104,-2.273807307
1650162137,0.949144763,0.702885993,2.12485266,1.42766633,1.751009891
1650162140,10.83849509,11.12422708,4.050018657,2.046252572,-0.879382451
1650162140,9.261113221,9.413260629,17.80182447,-0.404300615,-1.101222769
1650162141,6.461462177,6.642775923,7.603002577,-0.713593735,-0.308935919
1650162145,12.46609491,12.6595221,15.13220308,-1.641473097,-1.735052249
1650162146,0.618244303,0.647988674,0.399365661,-1.237012862,-1.164605717
1650162150,10.36052776,10.68870834,18.07529788,-0.190174608,-0.467393289
1650162151,18.7469264,19.10263746,8.060962019,1.023206096,-0.942765399
1650162152,3.943390386,4.031493443,3.398891487,14.37039384,-1.291371613
1650162154,5.542294234,5.753439353,6.693594964,-1.427347091,-1.418137509
1650162155,6.390618989,6.452465217,7.724546315,3.283425054,4.34971076
1650162157,0.349219539,0.32043467,1.545349479,-0.903927963,-0.752616555
1650162159,1.272871229,1.348844448,1.454191675,-1.308388198,-2.654104995
1650162161,0.230848643,0.26553735,0.106358435,0.809080089,1.307329255
1650162162,-0.045350115,0.095355661,0.340764216,0.761496532,0.229819139
1650162162,-0.336793609,-0.30905459,-0.447099659,-0.6422184,-0.087095601
1650162162,-0.379837572,-0.356632266,-0.488337713,-1.403555312,-1.259680139
1650162166,0.07481428,0.163062355,0.362468455,1.261123881,1.465786625
1650162171,-0.180759246,-0.228538522,-0.403691181,-0.547051286,-0.087095601
1650162173,0.168076198,0.199660568,0.518738975,0.285660962,0.451659457
1650162174,0.345632542,0.287496278,0.648964409,2.355545692,2.321456423
1650162174,0.267615361,0.249068155,0.655475681,0.761496532,-0.562467711
1650162174,0.179733938,0.144763248,0.312548705,0.618745861,1.180563359
1650162174,-0.146682776,-0.202919773,-0.457951778,-0.309133501,-0.118787075
1650162177,-0.068665595,-0.124233615,-0.236568541,-0.261549944,0.388276509
1650162180,-0.065078598,-0.129723347,-0.440588387,0.142910291,-0.308935919
1650162181,-0.091084325,-0.217559058,-0.210523454,0.261869184,0.927031567
1650162184,0.025493073,0.115484678,0.33208252,0.047743177,0.451659457
1650162186,-0.191520237,-0.129723347,0.026052751,-0.713593735,-0.562467711
1650162188,0.027286571,0.056927538,0.709736278,-0.761177292,-0.530776237
1650162188,-0.385218067,-0.380421105,-0.38632779,-1.308388198,-1.481520457
1650162194,-0.037279372,0.025819057,-0.082468444,1.380082773,1.243946307
1650162198,2.539977867,-0.010779156,0.021711903,-0.190174608,0.293202087
1650162204,-0.441713267,-0.285265751,-0.399350333,-0.713593735,-0.625850659
1650162214,-0.043556617,-0.076655939,0.162789456,-0.071215716,-0.594159185
1650162218,-0.066872096,-0.153512186,0.071631653,0.285660962,0.927031567
1650162230,1.156293831,0.06424718,0.30386701,0.666329418,1.148871885
1650162238,0.026389822,0.018499414,0.266969803,0.142910291,0.388276509
1650162247,0.020112578,-0.029078262,0.512227704,0.380828076,0.071361769
1650162254,0.996672471,1.034099818,-0.24742066,0.380828076,-0.879382451
1650162256,-0.282091907,-0.301734947,-0.755299852,1.332499216,0.673499775
1650162262,-0.416604289,-0.325523786,-0.536087039,0.142910291,0.356585035
1650162278,-0.057904604,-0.010779156,0.173641576,0.761496532,-0.182170023
1650162284,1.306947699,0.289326189,0.427581172,0.880455425,1.117180411
1650162292,0.399437495,-0.029078262,-0.088979716,0.594954083,1.275637781
1650162292,-0.000512654,0.113654768,0.29301489,0.404619855,0.927031567
1650162294,0.854986095,-0.010779156,0.390683965,0.190493848,-0.340627393
1650162296,-0.027415131,0.053267717,0.223561325,-0.356717058,0.166436191
1650162300,0.143863969,0.163062355,0.208368358,3.640301732,2.479913793
1650162302,0.761724177,0.507085555,1.417294469,2.736214148,3.557423909
1650162308,0.128619232,0.221619495,0.579510845,0.047743177,0.736882723
1650162310,0.259544618,0.225279316,0.733610941,1.689375894,1.148871885
1650162310,0.055085797,0.117314589,0.156278185,-0.380508836,0.166436191
1650162316,0.426339971,0.417419933,0.742292637,1.308707438,1.814392839
1650162317,-0.218422713,-0.098614866,-0.345089736,0.571162304,1.212254833
1650162318,0.411991984,0.362522614,0.779189843,0.785288311,1.560861047
1650162318,0.224571398,0.314944938,0.427581172,1.974877236,1.243946307
1650162318,0.033563816,0.097185572,0.028223175,0.571162304,1.022105989
1650162319,0.248783627,0.243578423,0.494864313,3.283425054,2.226382001
1650162321,0.227261646,0.108165036,0.503546008,0.095326734,0.419967983
1650162326,-0.068665595,-0.36578182,-0.497019409,-0.927719742,-0.562467711
1650162329,0.425443222,0.454018146,0.681520768,3.283425054,2.638371163
1650162329,0.299001583,0.080716376,0.16495988,0.47599519,0.610116827
1650162330,0.354600034,0.289326189,0.957164603,0.00015962,0.229819139
1650162331,0.705228977,0.40644047,0.785701115,1.070789653,0.546733879
1650162332,0.075711029,0.055097627,-0.193160063,0.452203412,0.958723041
1650162334,0.241609633,0.056927538,-0.151922009,0.809080089,1.782701365
1650162334,0.216500655,0.331414133,0.748803909,-0.190174608,0.229819139
1650162335,0.856779594,0.527214572,1.104753428,2.212795021,1.846084313
1650162335,-0.402256302,-0.347482713,-0.492678561,-0.737385514,-0.340627393
1650162336,0.067640286,0.055097627,0.33208252,0.047743177,0.578425353
1650162337,0.547401115,0.373502078,0.768337724,1.499041666,1.370712203
1650162338,0.184217684,0.164892265,0.527420671,-0.356717058,0.071361769
1650162338,-0.009480146,-0.234028254,-0.546939158,0.380828076,1.180563359
1650162339,-0.010376896,-0.093125135,0.167130304,-0.309133501,0.071361769
1650162339,-0.250705685,-0.272456377,-0.470974322,-0.570843064,-0.087095601
1650162340,0.236229138,0.188681104,0.251776836,2.831381262,2.416530845
1650162340,-0.143992528,-0.241347896,-0.210523454,0.00015962,0.578425353
1650162341,-0.450680759,-0.514004581,-0.850798504,-1.498722426,-1.703360775
1650162343,0.264925113,0.14842307,0.607726355,0.261869184,0.324893561
1650162343,-0.015757391,-0.078485849,-0.188819215,1.641792337,2.574988215
1650162344,0.100820007,0.109994946,0.412388204,0.404619855,-0.277244445
1650162349,1.279148473,1.321395789,-0.245250236,1.284915659,1.782701365
1650162351,0.003971092,0.15025298,0.596874236,0.380828076,-0.911073925
1650162353,-0.024724883,-0.008949245,0.258288108,-0.190174608,-0.720925081
1650162353,-0.322445622,-0.363951909,-0.457951778,-0.713593735,-0.118787075
1650162355,1.186783304,0.016669504,0.442774139,0.071534956,0.166436191
1650162355,-0.23366745,-0.27977602,-0.09115014,-0.428092393,0.071361769
1650162364,0.303485329,0.282006546,0.913756125,0.713912975,0.895340093
1650162371,1.301567204,1.281137754,0.102017587,-0.142591051,-0.182170023
1650162375,0.127722483,0.038628431,0.110699283,1.11837321,1.877775787
1650162384,0.531259629,0.217959674,0.629430594,1.855918344,0.895340093
1650162398,0.143863969,0.135613695,0.62726017,1.165956767,0.261510613
1650162404,1.079173399,1.162193563,-0.405861605,-0.547051286,-0.372318867
1650162404,0.231745392,0.362522614,0.440603715,2.117627907,1.560861047
1650162410,1.292599711,0.393631095,0.768337724,2.117627907,2.796828533
1650162414,0.138483474,0.258217708,0.464478378,1.308707438,1.877775787
1650162416,1.405590112,1.151214099,0.151937337,0.238077405,0.610116827
1650162416,0.247886878,0.291156099,0.240924717,3.259633276,3.87433865
1650162419,0.185114433,0.078886465,0.544784062,-0.689801957,-0.657542133
1650162429,-0.204074726,-0.235858164,-0.373305246,0.071534956,-0.942765399
1650162432,0.585064582,0.131953874,0.088995044,0.856663646,1.719318417
1650162437,0.186907931,0.166722176,0.223561325,-0.428092393,-0.150478549
1650162441,0.21112016,0.135613695,0.355957183,2.878964819,4.34971076
1650162451,-0.052524109,-0.10959433,-0.104172683,0.00015962,0.641808301
1650162455,0.070330534,0.011179772,0.386343118,-1.141845748,-0.784308029
1650162459,-0.274021164,-0.191940309,-0.20835303,0.690121197,1.402403677
1650162463,0.028183321,0.013009682,0.043416142,0.904247203,0.610116827
1650162479,0.288240592,0.192340925,0.340764216,1.094581431,1.941158735
1650162480,0.115167994,0.093525751,0.703225007,0.023951398,0.546733879
1650162481,0.449655451,0.282006546,0.566488301,0.238077405,0.388276509
1650162482,1.026265195,0.847448933,1.864401792,2.093836129,2.416530845
1650162509,7.620062161,7.764511144,9.536850269,-0.451884172,-0.435701815
1650162510,6.160154442,6.293262991,7.676796989,2.046252572,1.782701365
1650162512,11.47249678,11.55242616,13.77785857,0.119118513,0.610116827
1650162515,8.978637219,9.204650816,6.90846693,-1.11805397,-1.227988665
1650162515,4.248285119,4.355387626,5.178639083,0.190493848,0.610116827
1650162517,8.991191708,9.18635171,10.81522995,0.47599519,-3.066094157
1650162522,0.896236559,0.977372589,0.976698418,-0.404300615,-0.847690977
1650162523,8.389472986,8.47085665,-0.084638868,0.261869184,-0.689233607
1650162526,6.839890345,6.930071893,8.577522907,0.095326734,0.515042405
1650162527,7.285574704,7.519303119,7.307824927,20.22317135,25.93160456
1650162527,7.042555668,4.258402362,10.20534083,-0.95151152,-1.101222769
1650162527,4.999760959,5.010495634,6.300748238,-0.689801957,-0.720925081
1650162527,1.154500333,1.224410525,0.392854389,-0.356717058,-2.368881729
1650162528,7.354624394,7.541262046,11.35132465,1.927293679,-0.467393289
1650162528,5.510011262,5.639984894,6.845524637,0.190493848,0.578425353
1650162528,-0.151166522,-0.2248787,0.481841769,-0.023632159,0.610116827
1650162529,6.474913415,6.23287594,0.238754293,-1.332179976,-2.495647625
1650162530,0.311556072,-0.087635403,0.414558628,-0.999095077,-1.101222769
1650162531,9.402799597,9.568803033,11.28187108,2.022460793,2.986977377
1650162531,3.121968107,3.240972048,3.670194475,1.332499216,0.578425353
1650162531,2.876258822,2.913418043,7.205815004,0.975622539,-2.305498781
1650162531,2.801828638,2.896948848,3.494390139,-1.403555312,-2.400573203
1650162531,2.16065295,2.221711822,3.661512779,0.333244519,0.610116827
1650162532,5.301965444,5.444184455,10.02519565,-0.332925279,-1.101222769
1650162534,2.862807584,3.089089465,-0.664142049,-1.189429305,-1.132914243
1650162539,5.623001663,5.791867477,6.93668244,-2.164892224,-2.273807307
1650162539,2.600060064,2.757875639,3.142781467,-0.285341722,-2.622413521
1650162542,13.99953606,12.6247538,13.13541309,10.75404351,12.7162599
1650162547,5.988875342,6.009626843,9.91016318,0.999414317,-1.132914243
1650162552,5.371015134,5.499081775,7.257905177,0.856663646,0.261510613
1650162553,7.373456127,7.563220974,9.232990924,-2.093516889,-2.495647625
1650162553,2.874465324,0.067907002,0.607726355,-0.594634843,-0.689233607
1650162553,1.062135164,1.026780176,1.198081655,-0.880136185,-2.400573203
1650162554,3.098652627,0.102675304,0.457967106,2.54587992,2.891902955
1650162557,7.933924386,8.106704433,9.853732158,1.142164988,-0.055404127
1650162560,0.239816135,0.152082891,0.540443214,-0.975303299,-0.974456873
1650162562,12.35220776,12.50580961,14.53533651,-0.95151152,-2.115349937
1650162562,7.077528887,7.195408936,9.044164045,-0.713593735,-1.164605717
1650162562,2.405465485,2.412022529,2.888841871,0.785288311,-0.847690977
1650162563,4.902912044,5.006835813,7.791829456,0.023951398,-0.594159185
1650162564,2.914819038,0.056927538,-0.08029802,2.403129249,1.719318417
1650162569,6.391515739,6.2603246,7.613854696,-0.856344406,-0.752616555
1650162573,1.293496461,1.35433418,1.710301695,0.737704754,0.451659457
1650162574,5.644523644,5.892512562,6.812968278,0.523578747,-1.481520457
1650162577,3.875237446,3.930848358,4.727190913,-1.11805397,-1.196297191
1650162578,5.837324725,5.693052302,7.053885331,-2.355226452,-2.559030573
1650162580,-0.080323334,-0.314544322,-0.640267386,0.380828076,-1.069531295
1650162582,5.773655531,5.813826404,9.376238901,-1.260804641,-3.224551527
1650162584,12.81224011,12.74186808,15.09964672,0.404619855,-0.150478549
1650162584,10.24843411,10.35200479,17.15503815,-1.451138869,-2.368881729
1650162587,10.5434646,10.85523021,7.500992654,-0.880136185,-1.006148347
1650162587,8.750862919,8.758152621,9.248183891,-1.451138869,-1.639977827
1650162588,2.704082973,-0.113254152,-0.082468444,-1.617681319,-3.129477105
1650162589,14.22551687,14.60471711,14.42030404,-0.689801957,-0.499084763
1650162591,0.828083619,0.735824384,2.884501024,-0.927719742,-0.911073925
1650162595,9.277254707,9.362023131,8.034916932,-1.712848433,-1.861818145
1650162595,4.728045948,4.818355017,4.390775209,-0.880136185,-2.210424359
1650162595,-0.395979057,-0.276116198,-0.572984245,-0.784969071,-0.435701815
1650162597,7.303509689,7.3784,7.57695749,-1.617681319,-2.210424359
1650162597,0.071227283,0.15025298,0.80523493,0.404619855,-0.847690977
1650162598,8.410994967,8.245777642,2.658776938,-1.260804641,-3.129477105
1650162601,1.933775399,2.046040401,2.710867112,-0.880136185,-1.925201093
1650162602,30.64499496,22.9289806,15.10832841,91.09887953,120.9109521
1650162605,15.93113387,16.32117329,32.11577007,0.238077405,-0.879382451
1650162606,0.312452821,0.294815921,1.972922987,-0.570843064,-0.784308029
1650162608,2.911232042,0.243578423,1.614803044,0.713912975,-0.023712653
1650162611,4.825791612,4.812865285,5.897049393,-0.332925279,0.261510613
1650162612,5.506424265,5.537509898,3.487878867,-0.784969071,-0.657542133
1650162614,19.40962407,19.94256644,24.61044424,1.713167673,-0.815999503
1650162614,10.61161754,10.76922441,-0.488337713,-1.451138869,-2.463956151
1650162614,6.130561718,6.126741123,7.444561632,1.499041666,-1.830126671
1650162615,0.07391753,-0.041887637,0.340764216,-1.094262191,-2.400573203
1650162618,5.24995399,5.288642051,5.078799584,-1.831807325,-2.622413521
1650162620,5.724334324,5.660113911,6.702276659,0.904247203,-1.227988665
1650162622,6.141322708,6.23287594,7.954611248,-0.095007494,-0.689233607
1650162623,7.95185937,7.916393727,9.558554508,0.761496532,-1.798435197
1650162623,-0.019344388,-0.129723347,-0.408032029,2.307962135,1.022105989
1650162627,2.55970635,2.252820303,4.050018657,-0.808760849,-1.227988665
1650162628,7.026414182,6.972159838,8.51241019,0.452203412,1.117180411
1650162630,9.530137985,9.706046331,11.4924022,-2.402810009,-2.812562365
1650162632,-0.296439895,-0.373101462,-0.390668638,-0.689801957,-0.213861497
1650162633,-0.173585252,-0.10776442,-0.256102356,-0.332925279,0.134744717
1650162634,0.082885023,0.009349861,0.067290805,1.213540324,1.751009891
1650162642,-0.041763118,-0.343822892,-0.529575767,1.142164988,0.736882723
1650162642,-0.326032619,-0.292585394,-0.290829138,-1.784223768,-2.020275515
1650162643,-0.036382623,0.038628431,0.093335892,1.213540324,1.022105989
1650162648,0.173456693,0.12097441,0.290844466,1.094581431,0.768574197
1650162650,-0.32423912,-0.345652803,-0.54259831,-0.927719742,-0.562467711
1650162652,1.115043367,1.070698031,1.525815664,0.499786969,0.768574197
1650162656,-0.139508782,-0.201089862,-0.510041952,0.261869184,0.293202087
1650162658,-0.004099651,0.119144499,0.078142924,0.00015962,0.546733879
1650162660,1.019987951,1.034099818,-0.355941855,-0.071215716,0.007978821
1650162672,-0.197797481,-0.217559058,-0.440588387,-0.880136185,-0.340627393
1650162678,0.056879295,0.067907002,0.099847163,0.737704754,0.578425353
1650162686,0.107994001,0.142933338,0.310378281,0.975622539,1.529169573
1650162696,0.136689975,0.069736912,0.147596489,0.666329418,0.863648619
